wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,det_depth_valid_count,detections_json,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h,closest_depth_m,input_fps,output_fps,det_fps,safety_state_hz,e2e_latency_ms_disp_to_safety,e2e_latency_ms_det_to_safety,camera_node_ms,camera_intensity_ms,camera_disparity_ms,yolo_node_ms,yolo_infer_ms,yolo_queue_ms,depth_node_ms,depth_crop_ms,depth_distance_ms,depth_publish_ms,safety_node_ms,safety_eval_ms,safety_publish_ms,total_system_latency_ms
2026-04-24T16:00:47.364,1777035647.364830,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,,0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,4.62,0.00,0.00,,,,,,,,,,,,,,,,
2026-04-24T16:00:47.465,1777035647.465144,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,,0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,6.32,0.00,0.00,,,,,,,,,,,,,,,,
2026-04-24T16:00:47.564,1777035647.564926,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,,0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,7.21,0.00,0.00,,,,,,,,,,,,,,,,
2026-04-24T16:00:47.666,1777035647.666422,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,,0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,7.72,0.00,0.00,,,,,,,,,,,,,,,,
2026-04-24T16:00:47.764,1777035647.764860,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,8.11,0.00,1.62,,,,,,,,,,,,,1.32,0.00,0.11,1.32
2026-04-24T16:00:47.864,1777035647.864847,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,8.38,0.00,2.79,,,,,,,,,,,,,0.14,0.00,0.09,0.14
2026-04-24T16:00:47.964,1777035647.964918,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,8.58,0.00,2.45,,,,,,,,,,,,,0.14,0.00,0.09,0.14
2026-04-24T16:00:48.068,1777035648.068456,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,8.70,0.00,2.17,,,,,,,,,,,,,0.14,0.00,0.09,0.14
2026-04-24T16:00:48.164,1777035648.164966,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,8.86,0.00,1.97,,,,,,,,,,,,,0.14,0.00,0.09,0.14
2026-04-24T16:00:48.265,1777035648.265017,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,9.99,0.00,0.00,,,,,,,,,,,,,0.14,0.00,0.09,0.14
2026-04-24T16:00:48.365,1777035648.365214,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,9.99,0.00,4.99,,,,,,,,,,,,,0.21,0.00,0.12,0.21
2026-04-24T16:00:48.465,1777035648.465150,exp_latency_highq_repeat,400_lux,latency_high_quality_depth,,High quality depth image latency retest (staged metrics enabled).,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0,[],0.0000,-1.00,-1.00,-1.00,-1.00,,0.00,9.99,0.00,3.33,,,,,,,,,,,,,0.21,0.00,0.12,0.21
