wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h
2026-04-21T15:33:08.411,1776774788.411006,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:08.513,1776774788.513942,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:08.611,1776774788.611262,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:08.711,1776774788.711361,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:08.812,1776774788.812714,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:08.912,1776774788.912559,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.011,1776774789.011007,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.113,1776774789.113171,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.213,1776774789.212971,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.311,1776774789.310994,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.410,1776774789.410970,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.513,1776774789.513445,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.615,1776774789.615114,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.710,1776774789.710943,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.811,1776774789.811717,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:09.911,1776774789.911058,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.014,1776774790.014657,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.111,1776774790.111000,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.211,1776774790.211328,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.311,1776774790.311357,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.415,1776774790.415252,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.511,1776774790.511800,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.614,1776774790.613976,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.711,1776774790.711297,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.812,1776774790.812213,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:10.911,1776774790.911129,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.012,1776774791.012465,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.112,1776774791.112766,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.211,1776774791.211755,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.311,1776774791.311645,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.416,1776774791.415964,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.526,1776774791.526589,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.612,1776774791.612661,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-21T15:33:11.712,1776774791.712392,angles_and_walking,normal,moving,,recording_01,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
