wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,det_depth_valid_count,detections_json,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h,closest_depth_m,input_fps,output_fps,det_fps,safety_state_hz,e2e_latency_ms_disp_to_safety,e2e_latency_ms_det_to_safety,camera_node_ms,yolo_node_ms,depth_node_ms,safety_node_ms,total_system_latency_ms
2026-04-24T14:47:06.623,1777031226.622997,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.58,""cy"":442.55,""w"":92.88,""h"":91.36,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7855,""depth_m"":null,""depth_valid"":false}]",0.7855,439.58,442.55,92.88,91.36,,18.89,10.17,7.27,7.27,9.35,1463.41,30.03,163.65,0.36,0.18,1463.41
2026-04-24T14:47:06.723,1777031226.723073,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.58,""cy"":442.55,""w"":92.88,""h"":91.36,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7855,""depth_m"":null,""depth_valid"":false}]",0.7855,439.58,442.55,92.88,91.36,,19.03,10.15,6.34,7.61,55.01,1584.46,0.43,163.65,0.48,0.17,1584.46
2026-04-24T14:47:06.824,1777031226.824930,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.31,""cy"":442.78,""w"":92.36,""h"":91.28,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8005,""depth_m"":null,""depth_valid"":false}]",0.8005,439.31,442.78,92.36,91.28,,19.10,10.11,6.74,6.74,55.01,1584.46,0.44,180.65,0.73,0.10,1584.46
2026-04-24T14:47:06.924,1777031226.924563,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.31,""cy"":442.78,""w"":92.36,""h"":91.28,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8005,""depth_m"":null,""depth_valid"":false}]",0.8005,439.31,442.78,92.36,91.28,,20.21,10.10,6.06,7.07,11.41,1665.41,0.53,180.65,0.42,0.06,1665.41
2026-04-24T14:47:07.023,1777031227.023413,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.66,""cy"":442.86,""w"":93.07,""h"":91.0,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7921,""depth_m"":null,""depth_valid"":false}]",0.7921,439.66,442.86,93.07,91.00,,21.13,10.11,6.43,7.35,3.58,1770.33,22.99,199.83,0.46,0.08,1770.33
2026-04-24T14:47:07.123,1777031227.122986,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.66,""cy"":442.86,""w"":93.07,""h"":91.0,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7921,""depth_m"":null,""depth_valid"":false}]",0.7921,439.66,442.86,93.07,91.00,,10.04,10.04,0.00,10.04,13.61,1246.74,32.86,199.83,0.47,0.17,1246.74
2026-04-24T14:47:07.222,1777031227.222950,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.35,""cy"":442.88,""w"":92.15,""h"":91.07,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7791,""depth_m"":null,""depth_valid"":false}]",0.7791,439.35,442.88,92.15,91.07,,15.03,10.02,5.01,10.02,11.07,802.52,31.22,184.80,0.42,0.23,802.52
2026-04-24T14:47:07.324,1777031227.324883,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.08,""cy"":442.83,""w"":92.81,""h"":91.36,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8015,""depth_m"":null,""depth_valid"":false}]",0.8015,439.08,442.83,92.81,91.36,,13.27,9.95,6.63,6.63,11.07,802.52,37.54,153.82,0.42,0.09,802.52
2026-04-24T14:47:07.423,1777031227.423044,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.08,""cy"":442.83,""w"":92.81,""h"":91.36,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8015,""depth_m"":null,""depth_valid"":false}]",0.8015,439.08,442.83,92.81,91.36,,15.01,10.01,5.00,7.51,13.35,875.28,0.47,153.82,0.37,0.06,875.28
2026-04-24T14:47:07.522,1777031227.522934,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.79,""cy"":442.78,""w"":92.9,""h"":91.13,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7716,""depth_m"":null,""depth_valid"":false}]",0.7716,439.79,442.78,92.90,91.13,,18.02,10.01,6.01,8.01,3.81,989.66,0.36,180.58,0.26,0.06,989.66
2026-04-24T14:47:07.624,1777031227.624456,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.79,""cy"":442.78,""w"":92.9,""h"":91.13,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7716,""depth_m"":null,""depth_valid"":false}]",0.7716,439.79,442.78,92.90,91.13,,18.30,9.98,4.99,8.32,9.12,1006.28,0.42,180.58,1.83,0.16,1006.28
2026-04-24T14:47:07.723,1777031227.722962,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.27,""cy"":442.77,""w"":92.53,""h"":91.06,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8051,""depth_m"":null,""depth_valid"":false}]",0.8051,439.27,442.77,92.53,91.06,,18.58,10.01,5.72,8.58,8.05,997.45,0.77,145.51,0.32,0.21,997.45
2026-04-24T14:47:07.826,1777031227.826358,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.32,""cy"":442.76,""w"":91.85,""h"":91.43,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7843,""depth_m"":null,""depth_valid"":false}]",0.7843,439.32,442.76,91.85,91.43,,17.44,9.96,6.23,7.47,8.05,997.45,38.14,170.88,0.34,1.02,997.45
2026-04-24T14:47:07.924,1777031227.924131,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.32,""cy"":442.76,""w"":91.85,""h"":91.43,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7843,""depth_m"":null,""depth_valid"":false}]",0.7843,439.32,442.76,91.85,91.43,,16.65,9.99,5.55,7.77,6.10,1047.76,37.68,170.88,0.53,2.30,1047.76
2026-04-24T14:47:08.023,1777031228.023292,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.47,""cy"":442.75,""w"":92.59,""h"":91.31,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7934,""depth_m"":null,""depth_valid"":false}]",0.7934,439.47,442.75,92.59,91.31,,17.00,10.00,6.00,8.00,3.65,1159.80,48.43,168.71,0.44,0.31,1159.80
2026-04-24T14:47:08.123,1777031228.122991,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":439.47,""cy"":442.75,""w"":92.59,""h"":91.31,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7934,""depth_m"":null,""depth_valid"":false}]",0.7934,439.47,442.75,92.59,91.31,,15.46,10.00,5.46,7.28,3.65,1159.80,33.82,168.71,0.44,0.31,1159.80
2026-04-24T14:47:08.223,1777031228.223036,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":438.76,""cy"":442.88,""w"":91.67,""h"":91.55,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8092,""depth_m"":null,""depth_valid"":false}]",0.8092,438.76,442.88,91.67,91.55,,10.00,10.00,10.00,10.00,250.06,881.18,0.40,173.64,2.44,0.77,881.18
2026-04-24T14:47:08.325,1777031228.325235,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.29,""cy"":442.75,""w"":92.77,""h"":91.23,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8117,""depth_m"":null,""depth_valid"":false},{""cx"":685.41,""cy"":446.79,""w"":80.98,""h"":121.34,""x1"":108,""y1"":64,""x2"":121,""y2"":85,""conf"":0.6429,""depth_m"":null,""depth_valid"":false}]",0.6429,685.41,446.79,80.98,121.34,,4.94,9.89,9.89,4.94,250.06,881.18,33.49,160.88,2.44,0.77,881.18
2026-04-24T14:47:08.424,1777031228.424730,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.29,""cy"":442.75,""w"":92.77,""h"":91.23,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8117,""depth_m"":null,""depth_valid"":false},{""cx"":685.41,""cy"":446.79,""w"":80.98,""h"":121.34,""x1"":108,""y1"":64,""x2"":121,""y2"":85,""conf"":0.6429,""depth_m"":null,""depth_valid"":false}]",0.6429,685.41,446.79,80.98,121.34,,6.63,9.94,6.63,6.63,6.04,993.62,31.66,160.88,2.26,0.14,993.62
2026-04-24T14:47:08.523,1777031228.523066,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.45,""cy"":442.91,""w"":92.32,""h"":91.24,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8039,""depth_m"":null,""depth_valid"":false},{""cx"":685.29,""cy"":446.62,""w"":82.78,""h"":122.75,""x1"":108,""y1"":64,""x2"":121,""y2"":85,""conf"":0.6874,""depth_m"":null,""depth_valid"":false}]",0.6874,685.29,446.62,82.78,122.75,,5.00,10.00,7.50,5.00,6.04,993.62,49.19,167.12,2.26,0.14,993.62
2026-04-24T14:47:08.624,1777031228.624416,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.45,""cy"":442.91,""w"":92.32,""h"":91.24,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8039,""depth_m"":null,""depth_valid"":false},{""cx"":685.29,""cy"":446.62,""w"":82.78,""h"":122.75,""x1"":108,""y1"":64,""x2"":121,""y2"":85,""conf"":0.6874,""depth_m"":null,""depth_valid"":false}]",0.6874,685.29,446.62,82.78,122.75,,7.98,9.97,5.98,5.98,203.97,1149.44,0.55,167.12,1.69,0.07,1149.44
2026-04-24T14:47:08.723,1777031228.723051,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.49,""cy"":442.83,""w"":92.35,""h"":91.2,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7939,""depth_m"":null,""depth_valid"":false},{""cx"":682.03,""cy"":445.05,""w"":90.39,""h"":120.57,""x1"":106,""y1"":64,""x2"":122,""y2"":84,""conf"":0.6915,""depth_m"":null,""depth_valid"":false}]",0.6915,682.03,445.05,90.39,120.57,,6.67,10.00,6.67,5.00,203.97,1149.44,37.31,191.23,1.69,0.07,1149.44
2026-04-24T14:47:08.823,1777031228.822978,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.49,""cy"":442.83,""w"":92.35,""h"":91.2,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.7939,""depth_m"":null,""depth_valid"":false},{""cx"":682.03,""cy"":445.05,""w"":90.39,""h"":120.57,""x1"":106,""y1"":64,""x2"":122,""y2"":84,""conf"":0.6915,""depth_m"":null,""depth_valid"":false}]",0.6915,682.03,445.05,90.39,120.57,,7.14,10.00,5.71,5.71,2.58,1240.62,36.45,191.23,2.07,2.36,1240.62
2026-04-24T14:47:08.923,1777031228.923810,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.37,""cy"":442.96,""w"":92.68,""h"":91.54,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8149,""depth_m"":null,""depth_valid"":false},{""cx"":684.91,""cy"":445.2,""w"":85.88,""h"":120.99,""x1"":107,""y1"":64,""x2"":122,""y2"":84,""conf"":0.6577,""depth_m"":null,""depth_valid"":false}]",0.6577,684.91,445.20,85.88,120.99,,7.49,9.99,6.24,6.24,2.55,1322.13,46.18,170.83,2.77,0.15,1322.13
2026-04-24T14:47:09.022,1777031229.022909,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.66,""cy"":442.6,""w"":92.7,""h"":91.83,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8037,""depth_m"":null,""depth_valid"":false},{""cx"":687.73,""cy"":445.39,""w"":83.0,""h"":120.66,""x1"":108,""y1"":64,""x2"":122,""y2"":84,""conf"":0.7317,""depth_m"":null,""depth_valid"":false}]",0.7317,687.73,445.39,83.00,120.66,,7.78,10.00,6.67,5.56,2.55,1322.13,30.95,127.41,0.53,0.06,1322.13
2026-04-24T14:47:09.123,1777031229.123161,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.66,""cy"":442.6,""w"":92.7,""h"":91.83,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8037,""depth_m"":null,""depth_valid"":false},{""cx"":687.73,""cy"":445.39,""w"":83.0,""h"":120.66,""x1"":108,""y1"":64,""x2"":122,""y2"":84,""conf"":0.7317,""depth_m"":null,""depth_valid"":false}]",0.7317,687.73,445.39,83.00,120.66,,7.00,10.00,6.00,5.00,2.55,1322.13,31.76,127.41,0.53,0.06,1322.13
2026-04-24T14:47:09.225,1777031229.225304,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.63,""cy"":442.75,""w"":92.91,""h"":91.69,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.811,""depth_m"":null,""depth_valid"":false},{""cx"":689.25,""cy"":444.13,""w"":82.36,""h"":120.57,""x1"":108,""y1"":64,""x2"":122,""y2"":84,""conf"":0.7286,""depth_m"":null,""depth_valid"":false}]",0.7286,689.25,444.13,82.36,120.57,,9.79,9.79,9.79,9.79,11.22,1452.45,36.58,171.92,0.48,0.24,1452.45
2026-04-24T14:47:09.323,1777031229.323452,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.51,""cy"":442.61,""w"":91.88,""h"":91.57,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8053,""depth_m"":null,""depth_valid"":false},{""cx"":690.23,""cy"":443.93,""w"":80.98,""h"":120.9,""x1"":109,""y1"":64,""x2"":122,""y2"":84,""conf"":0.7142,""depth_m"":null,""depth_valid"":false}]",0.7142,690.23,443.93,80.98,120.90,,4.99,9.99,9.99,4.99,11.22,1452.45,30.57,158.20,0.48,0.24,1452.45
2026-04-24T14:47:09.424,1777031229.424592,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":439.51,""cy"":442.61,""w"":91.88,""h"":91.57,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8053,""depth_m"":null,""depth_valid"":false},{""cx"":690.23,""cy"":443.93,""w"":80.98,""h"":120.9,""x1"":109,""y1"":64,""x2"":122,""y2"":84,""conf"":0.7142,""depth_m"":null,""depth_valid"":false}]",0.7142,690.23,443.93,80.98,120.90,,3.32,9.95,6.64,3.32,11.22,1452.45,28.61,158.20,0.48,0.24,1452.45
2026-04-24T14:47:09.523,1777031229.523326,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":438.92,""cy"":443.17,""w"":91.86,""h"":91.29,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8216,""depth_m"":null,""depth_valid"":false}]",0.8216,438.92,443.17,91.86,91.29,,5.00,10.00,7.50,5.00,376.26,1716.18,0.41,188.01,0.56,0.20,1716.18
2026-04-24T14:47:09.622,1777031229.622903,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,1,0,"[{""cx"":438.92,""cy"":443.17,""w"":91.86,""h"":91.29,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8216,""depth_m"":null,""depth_valid"":false}]",0.8216,438.92,443.17,91.86,91.29,,4.00,10.01,6.00,4.00,376.26,1716.18,33.53,188.01,0.56,0.20,1716.18
2026-04-24T14:47:09.722,1777031229.722951,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.43,""cy"":442.18,""w"":90.95,""h"":92.68,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.833,""depth_m"":null,""depth_valid"":false},{""cx"":695.77,""cy"":446.91,""w"":80.69,""h"":122.2,""x1"":110,""y1"":64,""x2"":123,""y2"":85,""conf"":0.7089,""depth_m"":null,""depth_valid"":false}]",0.7089,695.77,446.91,80.69,122.20,,3.33,10.00,6.67,3.33,376.26,1716.18,47.34,149.99,0.56,0.20,1716.18
2026-04-24T14:47:09.823,1777031229.823002,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.43,""cy"":442.18,""w"":90.95,""h"":92.68,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.833,""depth_m"":null,""depth_valid"":false},{""cx"":695.77,""cy"":446.91,""w"":80.69,""h"":122.2,""x1"":110,""y1"":64,""x2"":123,""y2"":85,""conf"":0.7089,""depth_m"":null,""depth_valid"":false}]",0.7089,695.77,446.91,80.69,122.20,,4.29,10.00,5.72,4.29,240.44,780.42,34.92,149.99,0.42,0.15,780.42
2026-04-24T14:47:09.923,1777031229.923035,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.41,""cy"":441.89,""w"":90.62,""h"":93.05,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8384,""depth_m"":null,""depth_valid"":false},{""cx"":693.08,""cy"":446.07,""w"":86.24,""h"":119.44,""x1"":109,""y1"":64,""x2"":123,""y2"":84,""conf"":0.7253,""depth_m"":null,""depth_valid"":false}]",0.7253,693.08,446.07,86.24,119.44,,3.75,10.00,6.25,3.75,240.44,780.42,0.36,169.19,0.42,0.15,780.42
2026-04-24T14:47:10.022,1777031230.022926,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.42,""cy"":441.88,""w"":91.32,""h"":93.18,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8328,""depth_m"":null,""depth_valid"":false},{""cx"":693.25,""cy"":446.09,""w"":85.83,""h"":119.04,""x1"":109,""y1"":64,""x2"":123,""y2"":84,""conf"":0.7284,""depth_m"":null,""depth_valid"":false}]",0.7284,693.25,446.09,85.83,119.04,,4.45,10.00,6.67,4.45,6.06,704.49,26.94,146.56,0.79,1.78,704.49
2026-04-24T14:47:10.124,1777031230.124140,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.42,""cy"":441.88,""w"":91.32,""h"":93.18,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8328,""depth_m"":null,""depth_valid"":false},{""cx"":693.25,""cy"":446.09,""w"":85.83,""h"":119.04,""x1"":109,""y1"":64,""x2"":123,""y2"":84,""conf"":0.7284,""depth_m"":null,""depth_valid"":false}]",0.7284,693.25,446.09,85.83,119.04,,5.00,9.99,5.99,5.00,11.59,727.74,33.82,146.56,0.53,0.13,727.74
2026-04-24T14:47:10.223,1777031230.222991,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":437.8,""cy"":441.93,""w"":90.43,""h"":93.0,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8405,""depth_m"":null,""depth_valid"":false},{""cx"":692.82,""cy"":446.23,""w"":86.6,""h"":119.27,""x1"":109,""y1"":64,""x2"":123,""y2"":84,""conf"":0.744,""depth_m"":null,""depth_valid"":false}]",0.7440,692.82,446.23,86.60,119.27,,0.00,10.12,10.12,0.00,11.59,727.74,34.82,178.41,0.53,0.13,727.74
2026-04-24T14:47:10.322,1777031230.322917,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":437.8,""cy"":441.93,""w"":90.43,""h"":93.0,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8405,""depth_m"":null,""depth_valid"":false},{""cx"":692.82,""cy"":446.23,""w"":86.6,""h"":119.27,""x1"":109,""y1"":64,""x2"":123,""y2"":84,""conf"":0.744,""depth_m"":null,""depth_valid"":false}]",0.7440,692.82,446.23,86.60,119.27,,0.00,10.06,5.03,0.00,11.59,727.74,31.55,178.41,0.53,0.13,727.74
2026-04-24T14:47:10.423,1777031230.423362,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.7,""cy"":441.83,""w"":90.22,""h"":92.7,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8329,""depth_m"":null,""depth_valid"":false},{""cx"":692.89,""cy"":446.25,""w"":86.26,""h"":118.39,""x1"":109,""y1"":65,""x2"":123,""y2"":84,""conf"":0.7512,""depth_m"":null,""depth_valid"":false}]",0.7512,692.89,446.25,86.26,118.39,,3.34,10.03,6.68,3.34,326.49,932.22,35.66,149.44,0.90,0.21,932.22
2026-04-24T14:47:10.523,1777031230.523230,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.12,""cy"":441.79,""w"":90.22,""h"":93.01,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8439,""depth_m"":null,""depth_valid"":false},{""cx"":692.74,""cy"":446.83,""w"":86.92,""h"":118.56,""x1"":109,""y1"":65,""x2"":123,""y2"":84,""conf"":0.7668,""depth_m"":null,""depth_valid"":false}]",0.7668,692.74,446.83,86.92,118.56,,5.01,10.02,7.52,5.01,3.21,968.17,1.44,172.93,0.50,0.21,968.17
2026-04-24T14:47:10.623,1777031230.623345,exp_latency_final,400_lux,latency_measurement,,,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,SAFE (z=invalid),0,0,2,0,"[{""cx"":438.12,""cy"":441.79,""w"":90.22,""h"":93.01,""x1"":66,""y1"":66,""x2"":81,""y2"":81,""conf"":0.8439,""depth_m"":null,""depth_valid"":false},{""cx"":692.74,""cy"":446.83,""w"":86.92,""h"":118.56,""x1"":109,""y1"":65,""x2"":123,""y2"":84,""conf"":0.7668,""depth_m"":null,""depth_valid"":false}]",0.7668,692.74,446.83,86.92,118.56,,4.01,10.02,6.01,4.01,3.21,968.17,33.49,172.93,0.50,0.21,968.17
