wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h
2026-04-14T14:32:16.908,1776166336.908932,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.010,1776166337.010551,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.109,1776166337.109033,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.209,1776166337.209967,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.308,1776166337.308891,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.409,1776166337.409337,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.508,1776166337.508868,distance_accuracy,1300lux,static,2.400,point_09,-1.0000,0,0,0,detected=False | in_zone=False | depth_valid=False | z=invalid | valid=0/0 | roi_mode=full,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T14:32:17.608,1776166337.608913,distance_accuracy,1300lux,static,2.400,point_09,1.9866,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=752/4740 | roi_mode=full,SAFE (z=invalid),0,0,1,0.7575,90.01,477.40,179.17,948.02
2026-04-14T14:32:17.709,1776166337.709126,distance_accuracy,1300lux,static,2.400,point_09,1.9866,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=752/4740 | roi_mode=full,SAFE (z=invalid),0,0,1,0.7575,90.01,477.40,179.17,948.02
2026-04-14T14:32:17.810,1776166337.810251,distance_accuracy,1300lux,static,2.400,point_09,1.9995,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=775/4740 | roi_mode=full,SAFE (z=1.98m),0,1,1,0.7959,88.48,478.41,176.13,949.33
2026-04-14T14:32:17.909,1776166337.909151,distance_accuracy,1300lux,static,2.400,point_09,1.9938,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=759/4740 | roi_mode=full,SAFE (z=2.01m),0,1,1,0.7959,88.48,478.41,176.13,949.33
2026-04-14T14:32:18.008,1776166338.008808,distance_accuracy,1300lux,static,2.400,point_09,1.9874,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=693/4582 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.7971,86.38,478.21,172.05,949.71
2026-04-14T14:32:18.109,1776166338.108991,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,1,1,0.7971,86.38,478.21,172.05,949.71
2026-04-14T14:32:18.208,1776166338.208944,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7676,85.92,477.95,171.20,949.25
2026-04-14T14:32:18.308,1776166338.308902,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7676,85.92,477.95,171.20,949.25
2026-04-14T14:32:18.409,1776166338.409334,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7610,85.77,477.72,170.93,948.43
2026-04-14T14:32:18.509,1776166338.509226,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7610,85.77,477.72,170.93,948.43
2026-04-14T14:32:18.609,1776166338.609102,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7620,85.01,477.21,169.39,947.84
2026-04-14T14:32:18.709,1776166338.709207,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7620,85.01,477.21,169.39,947.84
2026-04-14T14:32:18.808,1776166338.808911,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.6950,84.17,476.76,167.70,946.49
2026-04-14T14:32:18.908,1776166338.908961,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.6574,82.05,476.06,163.49,943.78
2026-04-14T14:32:19.008,1776166339.008920,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.6574,82.05,476.06,163.49,943.78
2026-04-14T14:32:19.108,1776166339.108956,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.6232,80.32,475.29,159.96,941.85
2026-04-14T14:32:19.208,1776166339.208920,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.6232,80.32,475.29,159.96,941.85
2026-04-14T14:32:19.309,1776166339.309080,distance_accuracy,1300lux,static,2.400,point_09,2.0005,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=751/4582 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.5309,79.51,474.76,158.28,940.77
2026-04-14T14:32:19.409,1776166339.409281,distance_accuracy,1300lux,static,2.400,point_09,1.9879,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=462/4239 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.5295,79.35,474.64,157.94,940.42
2026-04-14T14:32:19.509,1776166339.509190,distance_accuracy,1300lux,static,2.400,point_09,1.9879,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=462/4239 | roi_mode=full,SAFE (z=1.99m),0,0,1,0.5295,79.35,474.64,157.94,940.42
2026-04-14T14:32:19.609,1776166339.609428,distance_accuracy,1300lux,static,2.400,point_09,1.9879,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=462/4239 | roi_mode=full,SAFE (z=1.99m),0,0,1,0.5320,79.35,475.28,157.96,941.74
2026-04-14T14:32:19.709,1776166339.709059,distance_accuracy,1300lux,static,2.400,point_09,2.0076,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=396/4082 | roi_mode=full,SAFE (z=2.01m),0,1,1,0.5320,79.35,475.28,157.96,941.74
2026-04-14T14:32:19.810,1776166339.810013,distance_accuracy,1300lux,static,2.400,point_09,2.0076,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=396/4082 | roi_mode=full,SAFE (z=2.01m),0,0,1,0.6073,79.94,475.10,159.20,941.82
2026-04-14T14:32:19.908,1776166339.908935,distance_accuracy,1300lux,static,2.400,point_09,2.0076,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=396/4082 | roi_mode=full,SAFE (z=2.01m),0,0,1,0.6073,79.94,475.10,159.20,941.82
2026-04-14T14:32:20.009,1776166340.009084,distance_accuracy,1300lux,static,2.400,point_09,1.9810,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.98 m | valid=487/4239 | roi_mode=full,SAFE (z=1.98m),0,1,1,0.6190,80.36,475.72,160.06,942.78
2026-04-14T14:32:20.109,1776166340.109321,distance_accuracy,1300lux,static,2.400,point_09,1.9810,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.98 m | valid=487/4239 | roi_mode=full,SAFE (z=1.98m),0,0,1,0.6131,80.83,475.68,161.02,943.29
2026-04-14T14:32:20.209,1776166340.209102,distance_accuracy,1300lux,static,2.400,point_09,1.9854,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=456/4239 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.6131,80.83,475.68,161.02,943.29
2026-04-14T14:32:20.309,1776166340.309074,distance_accuracy,1300lux,static,2.400,point_09,2.0071,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=475/4239 | roi_mode=full,SAFE (z=1.99m),0,0,1,0.6428,81.50,476.37,162.41,944.05
2026-04-14T14:32:20.408,1776166340.408935,distance_accuracy,1300lux,static,2.400,point_09,2.0231,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.02 m | valid=459/4239 | roi_mode=full,SAFE (z=2.04m),0,1,1,0.6428,81.50,476.37,162.41,944.05
2026-04-14T14:32:20.508,1776166340.508971,distance_accuracy,1300lux,static,2.400,point_09,2.0287,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.03 m | valid=489/4239 | roi_mode=full,SAFE (z=2.04m),0,0,1,0.7472,86.25,476.05,171.81,944.99
2026-04-14T14:32:20.608,1776166340.608903,distance_accuracy,1300lux,static,2.400,point_09,2.0386,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.04 m | valid=645/4553 | roi_mode=full,SAFE (z=2.04m),0,0,1,0.7472,86.25,476.05,171.81,944.99
2026-04-14T14:32:20.708,1776166340.708861,distance_accuracy,1300lux,static,2.400,point_09,2.0224,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.02 m | valid=622/4553 | roi_mode=full,SAFE (z=2.01m),0,1,1,0.8039,87.51,477.18,174.22,946.68
2026-04-14T14:32:20.808,1776166340.808858,distance_accuracy,1300lux,static,2.400,point_09,2.0427,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.02 m | valid=664/4553 | roi_mode=full,SAFE (z=2.02m),0,1,1,0.8039,87.51,477.18,174.22,946.68
2026-04-14T14:32:20.908,1776166340.908826,distance_accuracy,1300lux,static,2.400,point_09,2.0136,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=715/4740 | roi_mode=full,SAFE (z=2.01m),0,1,1,0.8147,90.22,477.38,179.50,947.54
2026-04-14T14:32:21.009,1776166341.009748,distance_accuracy,1300lux,static,2.400,point_09,2.0047,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=725/4740 | roi_mode=full,SAFE (z=2.01m),0,0,1,0.8147,90.22,477.38,179.50,947.54
2026-04-14T14:32:21.108,1776166341.108927,distance_accuracy,1300lux,static,2.400,point_09,1.9961,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=679/4740 | roi_mode=full,SAFE (z=2.00m),0,1,1,0.8333,92.56,477.33,184.13,948.76
2026-04-14T14:32:21.209,1776166341.209899,distance_accuracy,1300lux,static,2.400,point_09,2.0090,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=813/4929 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.8333,92.56,477.33,184.13,948.76
2026-04-14T14:32:21.308,1776166341.308848,distance_accuracy,1300lux,static,2.400,point_09,2.0043,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=761/4929 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7848,93.20,477.66,185.42,949.59
2026-04-14T14:32:21.408,1776166341.408847,distance_accuracy,1300lux,static,2.400,point_09,1.9945,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=795/4929 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.7848,93.20,477.66,185.42,949.59
2026-04-14T14:32:21.508,1776166341.508929,distance_accuracy,1300lux,static,2.400,point_09,1.9873,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=779/4929 | roi_mode=full,SAFE (z=1.99m),0,0,1,0.7921,93.57,477.59,186.17,949.36
2026-04-14T14:32:21.608,1776166341.608799,distance_accuracy,1300lux,static,2.400,point_09,1.9934,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=804/4929 | roi_mode=full,SAFE (z=1.99m),0,0,1,0.7921,93.57,477.59,186.17,949.36
2026-04-14T14:32:21.708,1776166341.708949,distance_accuracy,1300lux,static,2.400,point_09,2.0094,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.01 m | valid=828/4929 | roi_mode=full,SAFE (z=2.00m),0,1,1,0.7981,93.92,477.77,186.85,949.61
2026-04-14T14:32:21.809,1776166341.809484,distance_accuracy,1300lux,static,2.400,point_09,1.9927,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=788/4929 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.7925,94.18,477.84,187.37,949.96
2026-04-14T14:32:21.909,1776166341.909125,distance_accuracy,1300lux,static,2.400,point_09,2.0033,1,1,1,detected=True | in_zone=True | depth_valid=True | z=2.00 m | valid=778/4929 | roi_mode=full,SAFE (z=2.00m),0,1,1,0.7925,94.18,477.84,187.37,949.96
2026-04-14T14:32:22.011,1776166342.010997,distance_accuracy,1300lux,static,2.400,point_09,1.9883,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=799/4929 | roi_mode=full,SAFE (z=2.00m),0,0,1,0.7668,94.34,477.82,187.70,949.80
2026-04-14T14:32:22.108,1776166342.108954,distance_accuracy,1300lux,static,2.400,point_09,1.9803,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.98 m | valid=796/4929 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.7668,94.34,477.82,187.70,949.80
2026-04-14T14:32:22.210,1776166342.210950,distance_accuracy,1300lux,static,2.400,point_09,1.9834,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.98 m | valid=818/4929 | roi_mode=full,SAFE (z=1.97m),0,1,1,0.7980,93.39,477.47,185.82,949.05
2026-04-14T14:32:22.308,1776166342.308817,distance_accuracy,1300lux,static,2.400,point_09,1.9945,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.99 m | valid=851/4929 | roi_mode=full,SAFE (z=1.99m),0,1,1,0.7980,93.39,477.47,185.82,949.05
