wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h
2026-04-14T14:29:34.002,1776166174.002111,distance_accuracy,1300lux,static,1.700,point_07,1.7323,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6388/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9526,658.21,481.13,340.51,957.74
2026-04-14T14:29:34.100,1776166174.100242,distance_accuracy,1300lux,static,1.700,point_07,1.7333,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6322/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9526,658.21,481.13,340.51,957.74
2026-04-14T14:29:34.200,1776166174.200122,distance_accuracy,1300lux,static,1.700,point_07,1.7324,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6069/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9524,658.26,481.08,340.93,957.85
2026-04-14T14:29:34.300,1776166174.300076,distance_accuracy,1300lux,static,1.700,point_07,1.7335,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6554/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9524,658.26,481.08,340.93,957.85
2026-04-14T14:29:34.400,1776166174.400088,distance_accuracy,1300lux,static,1.700,point_07,1.7278,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6026/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,658.74,481.10,340.85,957.80
2026-04-14T14:29:34.502,1776166174.502331,distance_accuracy,1300lux,static,1.700,point_07,1.7323,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6478/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,658.74,481.10,340.85,957.80
2026-04-14T14:29:34.602,1776166174.602149,distance_accuracy,1300lux,static,1.700,point_07,1.7272,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6160/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.03,481.15,341.03,957.70
2026-04-14T14:29:34.702,1776166174.701978,distance_accuracy,1300lux,static,1.700,point_07,1.7276,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6371/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.03,481.15,341.03,957.70
2026-04-14T14:29:34.803,1776166174.803237,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6004/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9518,659.09,481.15,341.22,957.69
2026-04-14T14:29:34.901,1776166174.901607,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5971/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,659.18,481.20,341.26,957.61
2026-04-14T14:29:35.000,1776166175.000117,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6223/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,659.18,481.20,341.26,957.61
2026-04-14T14:29:35.100,1776166175.100197,distance_accuracy,1300lux,static,1.700,point_07,1.7213,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.72 m | valid=6058/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,659.18,481.20,341.26,957.61
2026-04-14T14:29:35.202,1776166175.201977,distance_accuracy,1300lux,static,1.700,point_07,1.7258,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6376/9120 | roi_mode=full,SAFE (z=1.72m),0,1,1,0.9520,659.25,481.16,341.47,957.67
2026-04-14T14:29:35.300,1776166175.300174,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6084/9120 | roi_mode=full,SAFE (z=1.73m),0,1,1,0.9520,659.25,481.16,341.47,957.67
2026-04-14T14:29:35.400,1776166175.400900,distance_accuracy,1300lux,static,1.700,point_07,1.7213,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.72 m | valid=6011/9120 | roi_mode=full,SAFE (z=1.72m),0,1,1,0.9518,659.22,481.18,341.38,957.64
2026-04-14T14:29:35.500,1776166175.500955,distance_accuracy,1300lux,static,1.700,point_07,1.7258,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6326/9120 | roi_mode=full,SAFE (z=1.72m),0,0,1,0.9518,659.22,481.18,341.38,957.64
2026-04-14T14:29:35.600,1776166175.600878,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6213/9120 | roi_mode=full,SAFE (z=1.73m),0,1,1,0.9516,659.32,481.24,341.32,957.53
2026-04-14T14:29:35.700,1776166175.700094,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6128/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9516,659.32,481.24,341.32,957.53
2026-04-14T14:29:35.800,1776166175.800105,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5976/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.18,481.18,341.70,957.64
2026-04-14T14:29:35.900,1776166175.900248,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6044/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.18,481.18,341.70,957.64
2026-04-14T14:29:36.001,1776166176.001949,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5964/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9514,659.32,481.20,341.51,957.61
2026-04-14T14:29:36.101,1776166176.101913,distance_accuracy,1300lux,static,1.700,point_07,1.7333,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6414/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9514,659.32,481.20,341.51,957.61
2026-04-14T14:29:36.200,1776166176.200107,distance_accuracy,1300lux,static,1.700,point_07,1.7335,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5981/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9518,659.37,481.21,341.85,957.58
2026-04-14T14:29:36.300,1776166176.300234,distance_accuracy,1300lux,static,1.700,point_07,1.7272,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6013/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9518,659.37,481.21,341.85,957.58
2026-04-14T14:29:36.400,1776166176.400188,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5962/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.64,481.16,341.93,957.69
2026-04-14T14:29:36.500,1776166176.500521,distance_accuracy,1300lux,static,1.700,point_07,1.7272,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6093/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.64,481.16,341.93,957.69
2026-04-14T14:29:36.600,1776166176.600552,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5961/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,659.68,481.12,341.94,957.76
2026-04-14T14:29:36.700,1776166176.700129,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6007/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,659.68,481.12,341.94,957.76
2026-04-14T14:29:36.806,1776166176.805998,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5952/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.69,481.13,341.82,957.74
2026-04-14T14:29:36.900,1776166176.899988,distance_accuracy,1300lux,static,1.700,point_07,1.7272,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6177/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.69,481.13,341.82,957.74
2026-04-14T14:29:37.000,1776166177.000513,distance_accuracy,1300lux,static,1.700,point_07,1.7271,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6135/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,659.60,481.16,342.10,957.68
2026-04-14T14:29:37.100,1776166177.100839,distance_accuracy,1300lux,static,1.700,point_07,1.7276,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6167/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,659.60,481.16,342.10,957.68
2026-04-14T14:29:37.200,1776166177.200273,distance_accuracy,1300lux,static,1.700,point_07,1.7333,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6494/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,659.50,481.11,341.98,957.77
2026-04-14T14:29:37.300,1776166177.300548,distance_accuracy,1300lux,static,1.700,point_07,1.7333,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6189/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,659.50,481.11,341.98,957.77
2026-04-14T14:29:37.400,1776166177.400129,distance_accuracy,1300lux,static,1.700,point_07,1.7335,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6073/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,659.50,481.11,341.98,957.77
2026-04-14T14:29:37.500,1776166177.500129,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6066/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9517,659.65,481.13,341.85,957.73
2026-04-14T14:29:37.600,1776166177.600159,distance_accuracy,1300lux,static,1.700,point_07,1.7388,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6342/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9517,659.65,481.13,341.85,957.73
2026-04-14T14:29:37.700,1776166177.700455,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6064/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.66,481.07,342.06,957.86
2026-04-14T14:29:37.800,1776166177.800256,distance_accuracy,1300lux,static,1.700,point_07,1.7341,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6056/9120 | roi_mode=full,SAFE (z=1.74m),0,1,1,0.9518,659.64,481.10,342.41,957.80
2026-04-14T14:29:37.901,1776166177.901916,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6316/9120 | roi_mode=full,SAFE (z=1.73m),0,1,1,0.9518,659.64,481.10,342.41,957.80
2026-04-14T14:29:38.000,1776166178.000864,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6024/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.91,481.14,342.19,957.72
2026-04-14T14:29:38.100,1776166178.100199,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6164/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.91,481.14,342.19,957.72
2026-04-14T14:29:38.200,1776166178.200587,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6082/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,659.94,481.12,342.43,957.75
2026-04-14T14:29:38.300,1776166178.300085,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5964/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9516,659.42,481.15,341.96,957.70
2026-04-14T14:29:38.400,1776166178.400151,distance_accuracy,1300lux,static,1.700,point_07,1.7278,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6034/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9516,659.42,481.15,341.96,957.70
2026-04-14T14:29:38.500,1776166178.500912,distance_accuracy,1300lux,static,1.700,point_07,1.7333,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5935/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9513,659.30,481.09,341.92,957.81
2026-04-14T14:29:38.600,1776166178.600246,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5957/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9513,659.30,481.09,341.92,957.81
2026-04-14T14:29:38.701,1776166178.701477,distance_accuracy,1300lux,static,1.700,point_07,1.7278,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5897/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9522,658.61,480.94,340.41,958.12
2026-04-14T14:29:38.800,1776166178.800292,distance_accuracy,1300lux,static,1.700,point_07,1.7335,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6278/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9522,658.61,480.94,340.41,958.12
2026-04-14T14:29:38.900,1776166178.900789,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6157/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9525,658.64,480.89,340.55,958.22
2026-04-14T14:29:39.000,1776166179.000087,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6098/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9525,658.64,480.89,340.55,958.22
2026-04-14T14:29:39.100,1776166179.100153,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6269/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,658.66,480.91,340.41,958.19
2026-04-14T14:29:39.200,1776166179.200079,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6307/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,658.66,480.91,340.41,958.19
2026-04-14T14:29:39.300,1776166179.300155,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6121/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,658.81,480.90,340.77,958.20
2026-04-14T14:29:39.401,1776166179.400991,distance_accuracy,1300lux,static,1.700,point_07,1.7324,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5924/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,658.81,480.90,340.77,958.20
2026-04-14T14:29:39.500,1776166179.500208,distance_accuracy,1300lux,static,1.700,point_07,1.7335,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6306/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,658.85,480.90,340.72,958.20
2026-04-14T14:29:39.600,1776166179.600338,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5710/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9519,658.85,480.90,340.72,958.20
2026-04-14T14:29:39.700,1776166179.700372,distance_accuracy,1300lux,static,1.700,point_07,1.7324,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5931/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,659.01,480.89,340.67,958.22
2026-04-14T14:29:39.804,1776166179.804944,distance_accuracy,1300lux,static,1.700,point_07,1.7335,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5396/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9521,659.01,480.89,340.67,958.22
2026-04-14T14:29:39.900,1776166179.900135,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6334/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9522,659.00,480.87,340.70,958.26
2026-04-14T14:29:40.003,1776166180.003000,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5683/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9522,659.00,480.87,340.70,958.26
2026-04-14T14:29:40.101,1776166180.101331,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5979/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.20,480.86,340.63,958.28
2026-04-14T14:29:40.200,1776166180.200102,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6558/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.20,480.86,340.63,958.28
2026-04-14T14:29:40.300,1776166180.300038,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6076/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9522,659.15,480.93,340.83,958.14
2026-04-14T14:29:40.402,1776166180.402022,distance_accuracy,1300lux,static,1.700,point_07,1.7388,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6198/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9523,659.21,480.95,340.84,958.11
2026-04-14T14:29:40.500,1776166180.500098,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6204/9120 | roi_mode=full,SAFE (z=1.74m),0,1,1,0.9523,659.21,480.95,340.84,958.11
2026-04-14T14:29:40.601,1776166180.601065,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6097/9120 | roi_mode=full,SAFE (z=1.73m),0,1,1,0.9520,659.27,480.91,340.97,958.18
2026-04-14T14:29:40.700,1776166180.700158,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5978/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.27,480.91,340.97,958.18
2026-04-14T14:29:40.801,1776166180.801039,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6271/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.27,480.91,340.97,958.18
2026-04-14T14:29:40.900,1776166180.900296,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6151/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9524,659.58,480.89,341.14,958.22
2026-04-14T14:29:41.000,1776166181.000020,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6103/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.67,480.92,340.83,958.15
2026-04-14T14:29:41.101,1776166181.101053,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6093/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.67,480.92,340.83,958.15
2026-04-14T14:29:41.202,1776166181.202009,distance_accuracy,1300lux,static,1.700,point_07,1.7388,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6245/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.63,480.91,340.66,958.19
2026-04-14T14:29:41.300,1776166181.300131,distance_accuracy,1300lux,static,1.700,point_07,1.7388,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6245/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9520,659.63,480.91,340.66,958.19
2026-04-14T14:29:41.400,1776166181.400239,distance_accuracy,1300lux,static,1.700,point_07,1.7341,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6075/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9525,659.63,480.85,340.78,958.30
2026-04-14T14:29:41.500,1776166181.500184,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6205/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9525,659.63,480.85,340.78,958.30
2026-04-14T14:29:41.600,1776166181.600171,distance_accuracy,1300lux,static,1.700,point_07,1.7388,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6012/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9524,659.68,480.85,340.97,958.29
2026-04-14T14:29:41.700,1776166181.700311,distance_accuracy,1300lux,static,1.700,point_07,1.7398,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6208/9120 | roi_mode=full,SAFE (z=1.74m),0,1,1,0.9524,659.68,480.85,340.97,958.29
2026-04-14T14:29:41.800,1776166181.800256,distance_accuracy,1300lux,static,1.700,point_07,1.7400,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6181/9120 | roi_mode=full,SAFE (z=1.74m),0,0,1,0.9526,659.83,480.90,341.23,958.21
2026-04-14T14:29:41.901,1776166181.901525,distance_accuracy,1300lux,static,1.700,point_07,1.7464,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6368/9120 | roi_mode=full,SAFE (z=1.75m),0,1,1,0.9526,659.83,480.90,341.23,958.21
2026-04-14T14:29:42.000,1776166182.000200,distance_accuracy,1300lux,static,1.700,point_07,1.7519,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6426/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9523,660.07,480.91,341.30,958.18
2026-04-14T14:29:42.100,1776166182.100312,distance_accuracy,1300lux,static,1.700,point_07,1.7586,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.76 m | valid=6475/9120 | roi_mode=full,SAFE (z=1.76m),0,1,1,0.9523,660.07,480.91,341.30,958.18
2026-04-14T14:29:42.200,1776166182.200164,distance_accuracy,1300lux,static,1.700,point_07,1.7533,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6173/9120 | roi_mode=full,SAFE (z=1.76m),0,0,1,0.9523,660.06,480.91,341.37,958.18
2026-04-14T14:29:42.301,1776166182.301532,distance_accuracy,1300lux,static,1.700,point_07,1.7533,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6474/9120 | roi_mode=full,SAFE (z=1.75m),0,1,1,0.9523,660.06,480.91,341.37,958.18
2026-04-14T14:29:42.401,1776166182.401530,distance_accuracy,1300lux,static,1.700,point_07,1.7533,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6292/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9527,660.20,480.84,341.16,958.33
2026-04-14T14:29:42.501,1776166182.501925,distance_accuracy,1300lux,static,1.700,point_07,1.7521,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6422/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9527,660.20,480.84,341.16,958.33
2026-04-14T14:29:42.600,1776166182.600072,distance_accuracy,1300lux,static,1.700,point_07,1.7473,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6100/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9527,660.09,480.88,340.92,958.25
2026-04-14T14:29:42.700,1776166182.700181,distance_accuracy,1300lux,static,1.700,point_07,1.7530,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6600/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9527,660.09,480.88,340.92,958.25
2026-04-14T14:29:42.800,1776166182.800313,distance_accuracy,1300lux,static,1.700,point_07,1.7467,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6564/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9531,659.96,481.03,340.08,957.94
2026-04-14T14:29:42.901,1776166182.901049,distance_accuracy,1300lux,static,1.700,point_07,1.7467,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6618/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9533,660.54,481.10,340.37,957.80
2026-04-14T14:29:43.000,1776166183.000242,distance_accuracy,1300lux,static,1.700,point_07,1.7467,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.75 m | valid=6683/9120 | roi_mode=full,SAFE (z=1.75m),0,0,1,0.9533,660.54,481.10,340.37,957.80
2026-04-14T14:29:43.100,1776166183.100093,distance_accuracy,1300lux,static,1.700,point_07,1.7402,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6440/9120 | roi_mode=full,SAFE (z=1.74m),0,1,1,0.9512,662.61,480.90,338.53,958.21
2026-04-14T14:29:43.200,1776166183.200147,distance_accuracy,1300lux,static,1.700,point_07,1.7401,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6390/9120 | roi_mode=full,SAFE (z=1.74m),0,0,1,0.9512,662.61,480.90,338.53,958.21
2026-04-14T14:29:43.300,1776166183.300244,distance_accuracy,1300lux,static,1.700,point_07,1.7401,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.74 m | valid=6075/9120 | roi_mode=full,SAFE (z=1.74m),0,0,1,0.9512,662.61,480.90,338.53,958.21
2026-04-14T14:29:43.400,1776166183.400274,distance_accuracy,1300lux,static,1.700,point_07,1.7342,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6362/9120 | roi_mode=full,SAFE (z=1.74m),0,0,1,0.9511,662.83,480.90,338.80,958.20
2026-04-14T14:29:43.500,1776166183.500485,distance_accuracy,1300lux,static,1.700,point_07,1.7341,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=5985/9120 | roi_mode=full,SAFE (z=1.73m),0,1,1,0.9511,662.83,480.90,338.80,958.20
2026-04-14T14:29:43.601,1776166183.601166,distance_accuracy,1300lux,static,1.700,point_07,1.7336,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.73 m | valid=6305/9120 | roi_mode=full,SAFE (z=1.73m),0,0,1,0.9518,662.99,480.91,339.03,958.18
