wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h
2026-04-14T13:24:45.131,1776162285.131059,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T13:24:45.231,1776162285.231294,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T13:24:45.331,1776162285.331121,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,0,0.0000,-1.00,-1.00,-1.00,-1.00
2026-04-14T13:24:45.431,1776162285.431485,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.5003,137.54,479.76,272.82,951.77
2026-04-14T13:24:45.530,1776162285.530833,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.5003,137.54,479.76,272.82,951.77
2026-04-14T13:24:45.630,1776162285.630805,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.5003,137.54,479.76,272.82,951.77
2026-04-14T13:24:45.731,1776162285.731192,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.7813,233.57,480.30,465.67,959.41
2026-04-14T13:24:45.831,1776162285.831180,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.7813,233.57,480.30,465.67,959.41
2026-04-14T13:24:45.931,1776162285.931633,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.9303,194.46,479.43,386.93,956.03
2026-04-14T13:24:46.031,1776162286.031032,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.9303,194.46,479.43,386.93,956.03
2026-04-14T13:24:46.134,1776162286.134262,distance_accuracy,low,static,1.500,point_06,-1.0000,0,0,0,,,0,0,1,0.9306,144.18,478.85,286.98,952.99
2026-04-14T13:24:46.230,1776162286.230782,distance_accuracy,low,static,1.500,point_06,1.1498,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.15 m | valid=367/7632 | roi_mode=full,,0,0,1,0.9306,144.18,478.85,286.98,952.99
2026-04-14T13:24:46.330,1776162286.330914,distance_accuracy,low,static,1.500,point_06,1.1718,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.17 m | valid=339/7632 | roi_mode=full,,0,0,1,0.9306,144.18,478.85,286.98,952.99
2026-04-14T13:24:46.431,1776162286.431533,distance_accuracy,low,static,1.500,point_06,1.1863,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.17 m | valid=339/7632 | roi_mode=full,,0,0,1,0.9306,144.18,478.85,286.98,952.99
2026-04-14T13:24:46.530,1776162286.530821,distance_accuracy,low,static,1.500,point_06,1.1863,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.17 m | valid=339/7632 | roi_mode=full,,0,0,1,0.9306,144.18,478.85,286.98,952.99
2026-04-14T13:24:46.632,1776162286.632790,distance_accuracy,low,static,1.500,point_06,1.1863,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.17 m | valid=339/7632 | roi_mode=full,,0,0,1,0.9306,144.18,478.85,286.98,952.99
2026-04-14T13:24:46.731,1776162286.731294,distance_accuracy,low,static,1.500,point_06,1.2286,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.23 m | valid=214/8109 | roi_mode=full,WARNING (z=1.24m),1,1,1,0.9189,157.48,477.92,312.76,952.08
2026-04-14T13:24:46.832,1776162286.832507,distance_accuracy,low,static,1.500,point_06,1.2517,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.25 m | valid=111/8268 | roi_mode=full,WARNING (z=1.24m),1,0,1,0.9189,157.48,477.92,312.76,952.08
2026-04-14T13:24:46.931,1776162286.931681,distance_accuracy,low,static,1.500,point_06,1.2593,0,1,0,detected=False | in_zone=False | depth_valid=True | z=1.26 m | valid=0/0 | roi_mode=full,SAFE (z=1.26m),0,1,1,0.9365,160.99,475.95,319.75,948.09
