wall_time_iso,ros_time_s,experiment_id,lighting,scenario,ground_truth_m,notes,person_z_m,person_detected,depth_valid,in_zone,depth_status_text,safety_state_text,safety_level,state_changed,det_count,det_depth_valid_count,detections_json,closest_det_conf,closest_bbox_cx,closest_bbox_cy,closest_bbox_w,closest_bbox_h,closest_depth_m
2026-04-22T14:43:24.921,1776858204.921800,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.6380,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.64 m | valid=4479/7550 | roi_mode=full,SAFE (z=1.64m),0,1,2,0,"[{""cx"":765.24,""cy"":458.41,""w"":297.66,""h"":909.94,""x1"":103,""y1"":1,""x2"":153,""y2"":152,""conf"":0.8662,""depth_m"":null,""depth_valid"":false},{""cx"":1056.99,""cy"":348.38,""w"":73.62,""h"":134.94,""x1"":171,""y1"":47,""x2"":183,""y2"":69,""conf"":0.6417,""depth_m"":null,""depth_valid"":false}]",0.8662,765.24,458.41,297.66,909.94,
2026-04-22T14:43:25.021,1776858205.021926,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.6242,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.62 m | valid=4562/7550 | roi_mode=full,SAFE (z=1.62m),0,1,2,0,"[{""cx"":767.42,""cy"":456.99,""w"":300.32,""h"":907.33,""x1"":103,""y1"":1,""x2"":153,""y2"":152,""conf"":0.8781,""depth_m"":null,""depth_valid"":false},{""cx"":1037.28,""cy"":348.42,""w"":88.08,""h"":144.24,""x1"":166,""y1"":46,""x2"":181,""y2"":70,""conf"":0.7347,""depth_m"":null,""depth_valid"":false}]",0.8781,767.42,456.99,300.32,907.33,
2026-04-22T14:43:25.122,1776858205.121959,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.6073,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.61 m | valid=4864/7550 | roi_mode=full,SAFE (z=1.62m),0,0,2,0,"[{""cx"":767.42,""cy"":456.99,""w"":300.32,""h"":907.33,""x1"":103,""y1"":1,""x2"":153,""y2"":152,""conf"":0.8781,""depth_m"":null,""depth_valid"":false},{""cx"":1037.28,""cy"":348.42,""w"":88.08,""h"":144.24,""x1"":166,""y1"":46,""x2"":181,""y2"":70,""conf"":0.7347,""depth_m"":null,""depth_valid"":false}]",0.8781,767.42,456.99,300.32,907.33,
2026-04-22T14:43:25.221,1776858205.221899,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.6022,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.60 m | valid=5011/7550 | roi_mode=full,SAFE (z=1.61m),0,1,2,0,"[{""cx"":764.61,""cy"":455.61,""w"":308.13,""h"":904.69,""x1"":102,""y1"":1,""x2"":154,""y2"":151,""conf"":0.9028,""depth_m"":null,""depth_valid"":false},{""cx"":1015.74,""cy"":352.64,""w"":95.19,""h"":150.0,""x1"":162,""y1"":46,""x2"":178,""y2"":71,""conf"":0.8458,""depth_m"":null,""depth_valid"":false}]",0.9028,764.61,455.61,308.13,904.69,
2026-04-22T14:43:25.321,1776858205.321663,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5649,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.56 m | valid=5659/7800 | roi_mode=full,SAFE (z=1.58m),0,1,2,0,"[{""cx"":711.39,""cy"":464.11,""w"":397.71,""h"":924.05,""x1"":86,""y1"":0,""x2"":152,""y2"":154,""conf"":0.8926,""depth_m"":null,""depth_valid"":false},{""cx"":990.97,""cy"":354.05,""w"":90.89,""h"":150.65,""x1"":158,""y1"":46,""x2"":173,""y2"":72,""conf"":0.8386,""depth_m"":null,""depth_valid"":false}]",0.8926,711.39,464.11,397.71,924.05,
2026-04-22T14:43:25.421,1776858205.421898,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5592,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.56 m | valid=6801/10164 | roi_mode=full,SAFE (z=1.56m),0,1,2,0,"[{""cx"":711.39,""cy"":464.11,""w"":397.71,""h"":924.05,""x1"":86,""y1"":0,""x2"":152,""y2"":154,""conf"":0.8926,""depth_m"":null,""depth_valid"":false},{""cx"":990.97,""cy"":354.05,""w"":90.89,""h"":150.65,""x1"":158,""y1"":46,""x2"":173,""y2"":72,""conf"":0.8386,""depth_m"":null,""depth_valid"":false}]",0.8926,711.39,464.11,397.71,924.05,
2026-04-22T14:43:25.522,1776858205.522840,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5524,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.55 m | valid=6947/10586 | roi_mode=full,SAFE (z=1.55m),0,1,2,0,"[{""cx"":702.11,""cy"":476.09,""w"":398.55,""h"":949.37,""x1"":84,""y1"":0,""x2"":151,""y2"":158,""conf"":0.9124,""depth_m"":null,""depth_valid"":false},{""cx"":975.58,""cy"":353.82,""w"":87.47,""h"":161.08,""x1"":156,""y1"":46,""x2"":170,""y2"":72,""conf"":0.8489,""depth_m"":null,""depth_valid"":false}]",0.9124,702.11,476.09,398.55,949.37,
2026-04-22T14:43:25.621,1776858205.621887,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5397,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.54 m | valid=7482/10586 | roi_mode=full,SAFE (z=1.55m),0,0,2,0,"[{""cx"":702.11,""cy"":476.09,""w"":398.55,""h"":949.37,""x1"":84,""y1"":0,""x2"":151,""y2"":158,""conf"":0.9124,""depth_m"":null,""depth_valid"":false},{""cx"":975.58,""cy"":353.82,""w"":87.47,""h"":161.08,""x1"":156,""y1"":46,""x2"":170,""y2"":72,""conf"":0.8489,""depth_m"":null,""depth_valid"":false}]",0.9124,702.11,476.09,398.55,949.37,
2026-04-22T14:43:25.722,1776858205.722863,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5153,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7235/10586 | roi_mode=full,SAFE (z=1.52m),0,1,2,0,"[{""cx"":687.97,""cy"":476.43,""w"":355.17,""h"":949.75,""x1"":85,""y1"":0,""x2"":145,""y2"":159,""conf"":0.8819,""depth_m"":null,""depth_valid"":false},{""cx"":922.9,""cy"":350.23,""w"":82.59,""h"":149.86,""x1"":147,""y1"":46,""x2"":161,""y2"":71,""conf"":0.7306,""depth_m"":null,""depth_valid"":false}]",0.8819,687.97,476.43,355.17,949.75,
2026-04-22T14:43:25.821,1776858205.821869,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4338,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.43 m | valid=77/350 | roi_mode=full,WARNING (z=1.44m),1,1,2,0,"[{""cx"":687.97,""cy"":476.43,""w"":355.17,""h"":949.75,""x1"":85,""y1"":0,""x2"":145,""y2"":159,""conf"":0.8819,""depth_m"":null,""depth_valid"":false},{""cx"":922.9,""cy"":350.23,""w"":82.59,""h"":149.86,""x1"":147,""y1"":46,""x2"":161,""y2"":71,""conf"":0.7306,""depth_m"":null,""depth_valid"":false}]",0.8819,687.97,476.43,355.17,949.75,
2026-04-22T14:43:25.932,1776858205.932256,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4315,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.43 m | valid=88/392 | roi_mode=full,WARNING (z=1.43m),1,1,2,0,"[{""cx"":687.32,""cy"":480.84,""w"":348.81,""h"":955.75,""x1"":86,""y1"":0,""x2"":144,""y2"":160,""conf"":0.9257,""depth_m"":null,""depth_valid"":false},{""cx"":920.17,""cy"":359.85,""w"":80.42,""h"":173.47,""x1"":147,""y1"":46,""x2"":161,""y2"":74,""conf"":0.7613,""depth_m"":null,""depth_valid"":false}]",0.9257,687.32,480.84,348.81,955.75,
2026-04-22T14:43:26.021,1776858206.021621,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.3839,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.38 m | valid=48/392 | roi_mode=full,WARNING (z=1.39m),1,1,2,0,"[{""cx"":687.32,""cy"":480.84,""w"":348.81,""h"":955.75,""x1"":86,""y1"":0,""x2"":144,""y2"":160,""conf"":0.9257,""depth_m"":null,""depth_valid"":false},{""cx"":920.17,""cy"":359.85,""w"":80.42,""h"":173.47,""x1"":147,""y1"":46,""x2"":161,""y2"":74,""conf"":0.7613,""depth_m"":null,""depth_valid"":false}]",0.9257,687.32,480.84,348.81,955.75,
2026-04-22T14:43:26.121,1776858206.121912,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.3888,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.39 m | valid=258/570 | roi_mode=full,WARNING (z=1.39m),1,0,2,0,"[{""cx"":670.55,""cy"":481.47,""w"":367.58,""h"":957.05,""x1"":81,""y1"":0,""x2"":143,""y2"":160,""conf"":0.9321,""depth_m"":null,""depth_valid"":false},{""cx"":889.66,""cy"":359.95,""w"":110.7,""h"":177.24,""x1"":139,""y1"":45,""x2"":158,""y2"":75,""conf"":0.7511,""depth_m"":null,""depth_valid"":false}]",0.9321,670.55,481.47,367.58,957.05,
2026-04-22T14:43:26.221,1776858206.221940,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.3777,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.38 m | valid=299/570 | roi_mode=full,WARNING (z=1.39m),1,0,2,0,"[{""cx"":673.93,""cy"":481.46,""w"":371.54,""h"":957.07,""x1"":82,""y1"":0,""x2"":144,""y2"":160,""conf"":0.9294,""depth_m"":null,""depth_valid"":false},{""cx"":888.4,""cy"":369.19,""w"":108.63,""h"":195.65,""x1"":139,""y1"":45,""x2"":158,""y2"":78,""conf"":0.7775,""depth_m"":null,""depth_valid"":false}]",0.9294,673.93,481.46,371.54,957.07,
2026-04-22T14:43:26.321,1776858206.321800,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.3540,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.35 m | valid=473/627 | roi_mode=full,WARNING (z=1.37m),1,1,2,0,"[{""cx"":673.93,""cy"":481.46,""w"":371.54,""h"":957.07,""x1"":82,""y1"":0,""x2"":144,""y2"":160,""conf"":0.9294,""depth_m"":null,""depth_valid"":false},{""cx"":888.4,""cy"":369.19,""w"":108.63,""h"":195.65,""x1"":139,""y1"":45,""x2"":158,""y2"":78,""conf"":0.7775,""depth_m"":null,""depth_valid"":false}]",0.9294,673.93,481.46,371.54,957.07,
2026-04-22T14:43:26.421,1776858206.421832,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.3390,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.34 m | valid=525/594 | roi_mode=full,WARNING (z=1.35m),1,1,2,0,"[{""cx"":676.29,""cy"":481.14,""w"":373.36,""h"":957.72,""x1"":82,""y1"":0,""x2"":144,""y2"":160,""conf"":0.9298,""depth_m"":null,""depth_valid"":false},{""cx"":887.37,""cy"":369.59,""w"":106.66,""h"":198.06,""x1"":139,""y1"":45,""x2"":157,""y2"":78,""conf"":0.7829,""depth_m"":null,""depth_valid"":false}]",0.9298,676.29,481.14,373.36,957.72,
2026-04-22T14:43:26.521,1776858206.521799,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.3099,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.31 m | valid=527/594 | roi_mode=full,WARNING (z=1.31m),1,1,2,0,"[{""cx"":676.29,""cy"":481.14,""w"":373.36,""h"":957.72,""x1"":82,""y1"":0,""x2"":144,""y2"":160,""conf"":0.9298,""depth_m"":null,""depth_valid"":false},{""cx"":887.37,""cy"":369.59,""w"":106.66,""h"":198.06,""x1"":139,""y1"":45,""x2"":157,""y2"":78,""conf"":0.7829,""depth_m"":null,""depth_valid"":false}]",0.9298,676.29,481.14,373.36,957.72,
2026-04-22T14:43:26.621,1776858206.621905,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.2644,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.26 m | valid=417/544 | roi_mode=full,WARNING (z=1.29m),1,1,2,0,"[{""cx"":683.06,""cy"":480.79,""w"":377.31,""h"":958.41,""x1"":83,""y1"":0,""x2"":146,""y2"":160,""conf"":0.9282,""depth_m"":null,""depth_valid"":false},{""cx"":884.74,""cy"":366.15,""w"":98.54,""h"":199.0,""x1"":140,""y1"":44,""x2"":156,""y2"":78,""conf"":0.811,""depth_m"":null,""depth_valid"":false}]",0.9282,683.06,480.79,377.31,958.41,
2026-04-22T14:43:26.721,1776858206.721706,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.2132,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.21 m | valid=269/544 | roi_mode=full,WARNING (z=1.23m),1,1,2,0,"[{""cx"":683.06,""cy"":480.79,""w"":377.31,""h"":958.41,""x1"":83,""y1"":0,""x2"":146,""y2"":160,""conf"":0.9282,""depth_m"":null,""depth_valid"":false},{""cx"":884.74,""cy"":366.15,""w"":98.54,""h"":199.0,""x1"":140,""y1"":44,""x2"":156,""y2"":78,""conf"":0.811,""depth_m"":null,""depth_valid"":false}]",0.9282,683.06,480.79,377.31,958.41,
2026-04-22T14:43:26.821,1776858206.821805,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.2118,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.21 m | valid=236/512 | roi_mode=full,WARNING (z=1.23m),1,0,2,0,"[{""cx"":688.22,""cy"":480.93,""w"":381.04,""h"":957.24,""x1"":83,""y1"":0,""x2"":147,""y2"":160,""conf"":0.9354,""depth_m"":null,""depth_valid"":false},{""cx"":883.92,""cy"":361.67,""w"":93.65,""h"":193.08,""x1"":140,""y1"":44,""x2"":156,""y2"":76,""conf"":0.8131,""depth_m"":null,""depth_valid"":false}]",0.9354,688.22,480.93,381.04,957.24,
2026-04-22T14:43:26.922,1776858206.921976,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4099,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.41 m | valid=128/512 | roi_mode=full,WARNING (z=1.21m),1,1,1,0,"[{""cx"":764.26,""cy"":481.23,""w"":444.42,""h"":957.53,""x1"":91,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9395,""depth_m"":null,""depth_valid"":false}]",0.9395,764.26,481.23,444.42,957.53,
2026-04-22T14:43:27.021,1776858207.021728,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5061,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=7151/11840 | roi_mode=full,SAFE (z=1.51m),0,1,1,0,"[{""cx"":764.26,""cy"":481.23,""w"":444.42,""h"":957.53,""x1"":91,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9395,""depth_m"":null,""depth_valid"":false}]",0.9395,764.26,481.23,444.42,957.53,
2026-04-22T14:43:27.122,1776858207.122789,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5076,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=7455/11840 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":766.87,""cy"":481.1,""w"":440.33,""h"":957.8,""x1"":91,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9393,""depth_m"":null,""depth_valid"":false}]",0.9393,766.87,481.10,440.33,957.80,
2026-04-22T14:43:27.222,1776858207.222061,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4933,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.49 m | valid=7370/11840 | roi_mode=full,WARNING (z=1.49m),1,1,1,0,"[{""cx"":766.87,""cy"":481.1,""w"":440.33,""h"":957.8,""x1"":91,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9393,""depth_m"":null,""depth_valid"":false}]",0.9393,766.87,481.10,440.33,957.80,
2026-04-22T14:43:27.321,1776858207.321826,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4845,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.48 m | valid=7571/11520 | roi_mode=full,WARNING (z=1.48m),1,1,1,0,"[{""cx"":773.08,""cy"":480.92,""w"":432.9,""h"":958.17,""x1"":93,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9426,""depth_m"":null,""depth_valid"":false}]",0.9426,773.08,480.92,432.90,958.17,
2026-04-22T14:43:27.422,1776858207.422908,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4571,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.46 m | valid=7365/11520 | roi_mode=full,WARNING (z=1.48m),1,0,1,0,"[{""cx"":775.21,""cy"":480.89,""w"":431.22,""h"":958.23,""x1"":94,""y1"":0,""x2"":166,""y2"":160,""conf"":0.9412,""depth_m"":null,""depth_valid"":false}]",0.9412,775.21,480.89,431.22,958.23,
2026-04-22T14:43:27.521,1776858207.521822,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4559,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.46 m | valid=7294/11520 | roi_mode=full,WARNING (z=1.46m),1,1,1,0,"[{""cx"":775.21,""cy"":480.89,""w"":431.22,""h"":958.23,""x1"":94,""y1"":0,""x2"":166,""y2"":160,""conf"":0.9412,""depth_m"":null,""depth_valid"":false}]",0.9412,775.21,480.89,431.22,958.23,
2026-04-22T14:43:27.622,1776858207.622397,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4592,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.46 m | valid=7109/11520 | roi_mode=full,WARNING (z=1.46m),1,0,1,0,"[{""cx"":776.48,""cy"":481.02,""w"":432.58,""h"":957.96,""x1"":94,""y1"":0,""x2"":166,""y2"":160,""conf"":0.9398,""depth_m"":null,""depth_valid"":false}]",0.9398,776.48,481.02,432.58,957.96,
2026-04-22T14:43:27.721,1776858207.721761,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4577,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.46 m | valid=7015/11520 | roi_mode=full,WARNING (z=1.45m),1,1,1,0,"[{""cx"":776.48,""cy"":481.02,""w"":432.58,""h"":957.96,""x1"":94,""y1"":0,""x2"":166,""y2"":160,""conf"":0.9398,""depth_m"":null,""depth_valid"":false}]",0.9398,776.48,481.02,432.58,957.96,
2026-04-22T14:43:27.822,1776858207.822054,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4933,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.49 m | valid=7279/11360 | roi_mode=full,WARNING (z=1.49m),1,1,1,0,"[{""cx"":773.76,""cy"":480.98,""w"":427.98,""h"":958.04,""x1"":94,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9406,""depth_m"":null,""depth_valid"":false}]",0.9406,773.76,480.98,427.98,958.04,
2026-04-22T14:43:27.933,1776858207.933079,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5198,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7230/11360 | roi_mode=full,SAFE (z=1.51m),0,1,1,0,"[{""cx"":773.76,""cy"":480.98,""w"":427.98,""h"":958.04,""x1"":94,""y1"":0,""x2"":165,""y2"":160,""conf"":0.9406,""depth_m"":null,""depth_valid"":false}]",0.9406,773.76,480.98,427.98,958.04,
2026-04-22T14:43:28.021,1776858208.021857,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5140,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=6864/9600 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":770.24,""cy"":481.43,""w"":357.15,""h"":957.14,""x1"":99,""y1"":0,""x2"":159,""y2"":160,""conf"":0.9276,""depth_m"":null,""depth_valid"":false}]",0.9276,770.24,481.43,357.15,957.14,
2026-04-22T14:43:28.124,1776858208.124447,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5125,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=6577/9600 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":763.79,""cy"":480.83,""w"":363.88,""h"":958.35,""x1"":97,""y1"":0,""x2"":158,""y2"":160,""conf"":0.9361,""depth_m"":null,""depth_valid"":false}]",0.9361,763.79,480.83,363.88,958.35,
2026-04-22T14:43:28.221,1776858208.221741,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5157,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=6733/9760 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":763.79,""cy"":480.83,""w"":363.88,""h"":958.35,""x1"":97,""y1"":0,""x2"":158,""y2"":160,""conf"":0.9361,""depth_m"":null,""depth_valid"":false}]",0.9361,763.79,480.83,363.88,958.35,
2026-04-22T14:43:28.321,1776858208.321807,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4847,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.48 m | valid=6894/9760 | roi_mode=full,WARNING (z=1.50m),1,1,1,0,"[{""cx"":777.58,""cy"":480.61,""w"":381.28,""h"":958.78,""x1"":98,""y1"":0,""x2"":162,""y2"":160,""conf"":0.9322,""depth_m"":null,""depth_valid"":false}]",0.9322,777.58,480.61,381.28,958.78,
2026-04-22T14:43:28.422,1776858208.422657,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.4992,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.50 m | valid=7314/10240 | roi_mode=full,WARNING (z=1.50m),1,0,1,0,"[{""cx"":777.58,""cy"":480.61,""w"":381.28,""h"":958.78,""x1"":98,""y1"":0,""x2"":162,""y2"":160,""conf"":0.9322,""depth_m"":null,""depth_valid"":false}]",0.9322,777.58,480.61,381.28,958.78,
2026-04-22T14:43:28.523,1776858208.523765,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5157,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7053/10240 | roi_mode=full,SAFE (z=1.51m),0,1,1,0,"[{""cx"":761.04,""cy"":480.84,""w"":352.56,""h"":958.31,""x1"":98,""y1"":0,""x2"":157,""y2"":160,""conf"":0.9268,""depth_m"":null,""depth_valid"":false}]",0.9268,761.04,480.84,352.56,958.31,
2026-04-22T14:43:28.621,1776858208.621798,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5167,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=6371/9440 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":761.04,""cy"":480.84,""w"":352.56,""h"":958.31,""x1"":98,""y1"":0,""x2"":157,""y2"":160,""conf"":0.9268,""depth_m"":null,""depth_valid"":false}]",0.9268,761.04,480.84,352.56,958.31,
2026-04-22T14:43:28.721,1776858208.721747,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5158,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7042/11200 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":731.79,""cy"":480.75,""w"":419.1,""h"":958.49,""x1"":87,""y1"":0,""x2"":157,""y2"":160,""conf"":0.933,""depth_m"":null,""depth_valid"":false}]",0.9330,731.79,480.75,419.10,958.49,
2026-04-22T14:43:28.823,1776858208.823128,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5293,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.53 m | valid=6600/11200 | roi_mode=full,SAFE (z=1.51m),0,0,1,0,"[{""cx"":719.14,""cy"":480.83,""w"":444.83,""h"":958.34,""x1"":83,""y1"":0,""x2"":157,""y2"":160,""conf"":0.9305,""depth_m"":null,""depth_valid"":false}]",0.9305,719.14,480.83,444.83,958.34,
2026-04-22T14:43:28.921,1776858208.921808,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5235,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7204/11840 | roi_mode=full,SAFE (z=1.53m),0,1,1,0,"[{""cx"":719.14,""cy"":480.83,""w"":444.83,""h"":958.34,""x1"":83,""y1"":0,""x2"":157,""y2"":160,""conf"":0.9305,""depth_m"":null,""depth_valid"":false}]",0.9305,719.14,480.83,444.83,958.34,
2026-04-22T14:43:29.030,1776858209.030107,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5227,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7192/11840 | roi_mode=full,SAFE (z=1.52m),0,1,1,0,"[{""cx"":722.01,""cy"":480.66,""w"":438.46,""h"":958.69,""x1"":84,""y1"":0,""x2"":157,""y2"":160,""conf"":0.9239,""depth_m"":null,""depth_valid"":false}]",0.9239,722.01,480.66,438.46,958.69,
2026-04-22T14:43:29.121,1776858209.121815,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5217,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7324/11680 | roi_mode=full,SAFE (z=1.52m),0,0,1,0,"[{""cx"":722.01,""cy"":480.66,""w"":438.46,""h"":958.69,""x1"":84,""y1"":0,""x2"":157,""y2"":160,""conf"":0.9239,""depth_m"":null,""depth_valid"":false}]",0.9239,722.01,480.66,438.46,958.69,
2026-04-22T14:43:29.221,1776858209.221809,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5135,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=7250/12000 | roi_mode=full,SAFE (z=1.52m),0,0,1,0,"[{""cx"":721.29,""cy"":480.55,""w"":447.0,""h"":958.91,""x1"":83,""y1"":0,""x2"":158,""y2"":160,""conf"":0.9319,""depth_m"":null,""depth_valid"":false}]",0.9319,721.29,480.55,447.00,958.91,
2026-04-22T14:43:29.322,1776858209.321995,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5127,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=7564/12000 | roi_mode=full,SAFE (z=1.52m),0,0,1,0,"[{""cx"":723.26,""cy"":480.53,""w"":447.07,""h"":958.94,""x1"":84,""y1"":0,""x2"":158,""y2"":160,""conf"":0.9254,""depth_m"":null,""depth_valid"":false}]",0.9254,723.26,480.53,447.07,958.94,
2026-04-22T14:43:29.421,1776858209.421778,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5174,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7604/11840 | roi_mode=full,SAFE (z=1.52m),0,0,1,0,"[{""cx"":723.26,""cy"":480.53,""w"":447.07,""h"":958.94,""x1"":84,""y1"":0,""x2"":158,""y2"":160,""conf"":0.9254,""depth_m"":null,""depth_valid"":false}]",0.9254,723.26,480.53,447.07,958.94,
2026-04-22T14:43:29.522,1776858209.521979,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5207,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.52 m | valid=7963/11840 | roi_mode=full,SAFE (z=1.52m),0,0,1,0,"[{""cx"":729.88,""cy"":480.48,""w"":447.23,""h"":959.03,""x1"":85,""y1"":0,""x2"":159,""y2"":160,""conf"":0.9224,""depth_m"":null,""depth_valid"":false}]",0.9224,729.88,480.48,447.23,959.03,
2026-04-22T14:43:29.621,1776858209.621796,exp2_two_people_different_distance,400_lux,two_people_different_distance,1.500,,1.5127,1,1,1,detected=True | in_zone=True | depth_valid=True | z=1.51 m | valid=8040/11840 | roi_mode=full,SAFE (z=1.51m),0,1,1,0,"[{""cx"":729.88,""cy"":480.48,""w"":447.23,""h"":959.03,""x1"":85,""y1"":0,""x2"":159,""y2"":160,""conf"":0.9224,""depth_m"":null,""depth_valid"":false}]",0.9224,729.88,480.48,447.23,959.03,
